200 2069
57 93 88.59
57 95 56.58
57 102 99.82
57 119 75.89
57 121 42.88
57 132 13.11
57 141 54.40
57 154 52.72
57 176 29.11
57 177 96.82
57 179 92.08
57 194 88.53
58 61 47.03
58 90 29.76
58 99 88.84
58 101 82.50
58 108 26.68
58 109 99.74
58 111 93.65
58 113 67.63
58 150 95.91
58 182 82.13
58 185 84.45
58 197 86.50
59 63 78.72
59 64 54.00
59 67 15.20
59 68 81.15
59 72 90.90
59 77 43.07
59 94 80.01
59 106 45.04
59 117 70.67
59 118 59.22
59 123 56.11
59 127 97.36
59 134 83.61
59 142 49.12
59 143 69.40
59 146 78.79
59 148 87.53
59 151 70.70
59 153 93.71
59 178 91.70
59 181 80.25
59 186 41.19
59 198 84.98
60 86 56.40
60 89 77.82
60 95 87.74
60 103 73.52
60 121 80.70
60 132 60.90
60 135 71.29
60 141 38.56
60 154 47.49
60 155 87.15
60 176 67.82
60 184 79.79
61 79 71.08
61 90 66.77
61 98 94.71
61 101 85.07
61 105 67.17
61 108 64.36
61 111 76.59
61 113 88.65
61 163 74.37
61 197 57.97
62 65 61.54
62 74 89.45
62 97 71.61
62 107 35.93
62 120 93.89
62 128 76.75
62 136 78.87
62 144 88.15
62 159 33.69
62 161 77.54
62 162 58.43
62 168 62.92
62 172 70.31
62 175 65.51
62 183 79.00
62 188 58.68
63 67 75.12
63 72 17.28
63 77 69.19
63 83 73.12
63 92 49.48
63 93 96.46
63 117 96.73
63 123 70.19
63 138 56.25
63 142 29.73
63 143 10.36
63 148 35.65
63 152 67.89
63 153 93.61
63 169 90.11
63 179 76.80
63 181 11.86
63 186 48.20
63 194 79.27
64 67 66.72
64 77 94.27
64 94 35.42
64 106 60.71
64 110 73.71
64 112 94.61
64 118 54.79
64 123 75.52
64 134 79.86
64 142 99.43
64 146 94.56
64 151 31.66
64 178 46.13
64 186 95.17
64 195 81.88
64 198 96.25
64 199 70.75
65 71 67.17
65 74 33.85
65 97 28.80
65 107 97.32
65 124 65.42
65 128 22.42
65 137 79.29
65 159 94.22
65 162 6.02
65 168 12.46
65 172 70.71
65 175 46.51
65 192 40.34
66 73 22.14
66 174 53.36
66 180 26.18
67 68 67.24
67 72 89.30
67 77 28.20
67 94 88.91
67 106 41.69
67 117 55.75
67 118 59.82
67 123 67.04
67 127 82.72
67 134 81.18
67 142 45.72
67 143 66.91
67 146 70.89
67 148 90.10
67 151 78.86
67 153 78.60
67 181 78.86
67 186 31.13
67 198 78.02
68 77 49.56
68 106 59.54
68 117 18.79
68 118 76.11
68 126 75.01
68 127 19.60
68 134 74.96
68 142 94.67
68 146 44.57
68 153 42.96
68 160 99.44
68 161 75.41
68 186 71.38
68 193 88.01
68 198 52.25
69 84 77.49
69 110 93.82
69 112 94.58
69 129 94.00
69 160 96.71
69 195 92.49
69 199 90.54
70 85 41.91
70 88 98.58
70 96 54.80
70 99 51.45
70 101 84.11
70 113 59.78
70 130 95.24
70 140 67.46
70 150 34.60
70 157 49.09
70 158 71.59
70 166 82.01
70 167 15.04
70 182 85.23
71 74 39.95
71 84 76.44
71 97 93.41
71 112 95.58
71 126 60.75
71 128 45.84
71 129 60.29
71 160 71.38
71 162 73.05
71 168 78.91
71 192 73.80
71 198 96.17
72 77 85.90
72 83 55.94
72 92 32.40
72 93 91.89
72 95 96.85
72 123 71.32
72 138 42.76
72 142 43.67
72 143 22.52
72 148 24.61
72 152 71.19
72 169 89.76
72 179 68.94
72 181 10.66
72 186 64.41
72 194 70.66
73 87 91.92
73 156 98.32
73 174 36.53
73 180 4.38
74 97 55.43
74 124 84.89
74 126 95.14
74 128 12.79
74 162 39.72
74 168 43.18
74 175 77.58
74 192 35.26
75 78 75.06
75 102 93.98
75 125 34.33
75 131 65.01
75 136 77.72
75 139 50.31
75 144 99.97
75 152 88.88
75 161 87.61
75 169 90.10
75 171 87.97
75 183 81.02
75 190 40.42
75 193 59.62
76 87 47.09
76 116 37.15
76 133 36.87
76 149 66.67
76 170 30.87
76 189 71.35
77 106 55.00
77 117 33.23
77 118 75.93
77 123 86.64
77 127 60.61
77 134 90.80
77 142 45.44
77 143 64.17
77 146 70.91
77 148 94.29
77 153 50.82
77 181 76.79
77 186 22.18
77 198 79.36
78 80 94.31
78 100 82.54
78 104 30.49
78 107 69.35
78 115 79.76
78 120 90.26
78 131 77.76
78 136 41.52
78 144 25.21
78 147 78.38
78 159 69.88
78 161 71.58
78 173 86.11
78 183 30.34
78 188 65.77
78 190 92.59
78 193 67.70
79 105 34.79
79 116 77.20
79 133 97.03
79 163 68.78
79 165 85.33
79 189 46.36
80 100 37.28
80 104 69.56
80 114 72.31
80 115 55.59
80 120 85.04
80 133 81.57
80 144 86.59
80 147 56.11
80 149 80.19
80 156 88.09
80 163 98.27
80 165 69.51
80 170 81.05
80 173 74.58
80 196 60.25
81 85 88.26
81 96 99.96
81 98 73.02
81 99 79.10
81 101 51.90
81 111 31.12
81 113 85.10
81 122 56.13
81 130 80.90
81 131 93.96
81 139 89.05
81 158 56.86
81 164 19.45
81 166 68.35
81 187 29.38
81 191 45.89
81 197 51.59
82 88 86.67
82 89 72.37
82 91 54.50
82 93 77.14
82 95 84.91
82 102 54.52
82 119 59.65
82 121 76.47
82 122 76.67
82 130 88.85
82 132 74.69
82 169 91.49
82 171 60.52
82 176 80.23
82 177 43.17
82 179 97.74
82 191 95.55
82 194 96.43
83 92 23.70
83 95 80.52
83 121 91.93
83 123 93.29
83 135 52.06
83 138 34.63
83 141 89.13
83 142 94.78
83 143 75.76
83 148 47.40
83 154 84.28
83 155 88.23
83 179 77.90
83 181 63.36
83 184 93.18
83 194 76.43
84 94 95.01
84 106 95.28
84 110 52.26
84 112 29.88
84 118 79.93
84 126 50.38
84 129 18.73
84 134 55.78
84 146 76.45
84 151 93.12
84 160 19.45
84 178 91.65
84 195 42.16
84 198 67.85
84 199 64.33
85 88 72.10
85 96 30.59
85 99 23.69
85 101 51.58
85 111 84.94
85 113 43.99
85 130 59.96
85 140 63.67
85 150 67.68
85 157 45.18
85 158 31.82
85 166 42.71
85 167 45.98
85 187 86.62
86 103 22.82
86 141 92.99
86 155 88.28
86 184 79.02
87 116 84.18
87 133 75.85
87 149 55.26
87 156 87.46
87 170 60.41
87 174 57.97
87 180 88.76
88 91 64.97
88 96 44.67
88 99 92.18
88 122 86.07
88 130 26.38
88 140 48.02
88 157 54.21
88 158 79.18
88 166 43.97
88 187 85.00
89 91 55.80
89 95 85.98
89 121 72.29
89 132 37.14
89 141 74.01
89 154 75.25
89 176 10.16
90 108 3.08
90 109 88.70
90 113 92.72
90 182 76.86
90 185 65.44
91 130 82.96
91 132 83.63
91 140 99.21
91 176 65.91
91 177 95.61
92 93 97.82
92 95 85.35
92 121 98.33
92 123 78.22
92 135 74.99
92 138 24.38
92 142 71.62
92 143 52.16
92 148 26.61
92 152 91.34
92 154 98.99
92 179 70.96
92 181 39.68
92 186 94.20
92 194 70.77
93 95 50.35
93 102 48.09
93 119 17.56
93 121 56.89
93 125 85.79
93 132 89.60
93 141 99.94
93 152 44.42
93 154 91.23
93 169 23.12
93 171 67.00
93 177 61.33
93 179 27.27
93 194 28.71
94 106 64.70
94 110 42.83
94 112 68.65
94 118 47.96
94 134 63.91
94 146 88.46
94 151 10.74
94 160 92.75
94 178 11.73
94 195 53.04
94 198 86.87
94 199 36.09
95 102 87.35
95 119 49.15
95 121 13.70
95 132 50.93
95 135 78.48
95 141 49.78
95 152 85.62
95 154 40.96
95 169 72.26
95 176 83.75
95 177 94.12
95 179 39.99
95 194 35.86
96 99 53.73
96 101 76.38
96 113 74.52
96 130 41.86
96 140 36.65
96 150 87.81
96 157 23.38
96 158 51.43
96 166 35.26
96 167 65.42
96 187 88.92
97 124 37.48
97 128 47.59
97 137 50.49
97 159 99.54
97 162 24.64
97 168 16.54
97 172 49.73
97 175 23.83
97 192 39.97
98 100 70.42
98 105 87.17
98 111 68.34
98 114 40.62
98 115 56.88
98 131 61.62
98 147 57.50
98 163 54.48
98 164 53.72
98 165 63.50
98 187 97.41
98 191 93.54
98 197 53.59
99 101 32.73
99 111 68.30
99 113 21.29
99 130 75.46
99 140 87.32
99 150 65.46
99 157 68.53
99 158 25.62
99 164 93.63
99 166 55.17
99 167 48.15
99 187 85.44
99 197 86.99
100 104 68.67
100 114 47.01
100 115 18.45
100 131 70.48
100 133 99.66
100 144 85.39
100 147 19.14
100 163 79.51
100 165 57.02
100 173 98.82
100 196 96.89
101 111 35.69
101 113 33.28
101 122 96.38
101 130 82.03
101 150 93.79
101 157 95.78
101 158 26.05
101 164 63.28
101 166 61.38
101 167 79.46
101 187 67.29
101 191 93.89
101 197 54.94
102 119 38.91
102 121 87.24
102 122 67.21
102 125 60.51
102 139 65.12
102 152 73.83
102 169 48.60
102 171 19.44
102 177 16.59
102 179 75.34
102 187 96.61
102 191 75.62
102 194 76.49
103 155 79.86
103 184 71.03
104 107 76.19
104 115 72.86
104 120 63.91
104 131 90.62
104 136 64.58
104 144 17.40
104 147 71.81
104 159 70.61
104 161 94.50
104 173 58.05
104 183 51.15
104 188 52.08
104 193 96.29
104 196 94.72
105 114 66.28
105 116 73.85
105 133 83.32
105 163 34.26
105 165 52.13
105 189 59.44
105 197 90.99
106 110 66.40
106 112 67.11
106 117 60.35
106 118 21.05
106 123 99.86
106 126 76.39
106 127 79.08
106 129 93.46
106 134 39.51
106 142 87.27
106 146 36.65
106 151 54.04
106 153 91.60
106 160 80.77
106 178 74.11
106 186 69.63
106 195 65.80
106 198 41.25
106 199 77.22
107 120 88.65
107 127 89.14
107 136 43.22
107 144 59.11
107 159 14.65
107 161 48.66
107 162 94.35
107 168 98.77
107 172 94.42
107 173 92.60
107 175 96.83
107 183 43.27
107 188 46.60
107 193 73.31
108 109 89.45
108 113 90.00
108 182 76.90
108 185 67.05
109 150 69.06
109 167 91.23
109 182 22.96
109 185 32.54
110 112 28.49
110 118 45.57
110 126 75.68
110 129 63.91
110 134 39.56
110 146 70.55
110 151 42.21
110 160 52.41
110 178 39.78
110 195 11.36
110 198 65.09
110 199 16.90
111 113 66.51
111 122 86.85
111 130 98.17
111 158 54.45
111 163 97.62
111 164 32.21
111 166 80.71
111 187 58.56
111 191 76.75
111 197 25.47
112 118 50.38
112 126 48.60
112 129 36.63
112 134 28.58
112 146 55.77
112 151 65.16
112 160 24.23
112 178 67.60
112 195 17.16
112 198 48.11
112 199 44.51
113 130 95.94
113 150 61.82
113 157 87.33
113 158 41.44
113 164 96.19
113 166 75.23
113 167 51.10
113 182 88.65
113 187 97.60
113 197 79.72
114 115 44.53
114 131 81.52
114 133 91.78
114 147 45.95
114 163 33.75
114 164 94.01
114 165 24.64
114 197 83.08
115 131 52.83
115 144 88.02
115 147 1.51
115 163 78.27
115 165 61.75
116 133 29.42
116 149 91.41
116 163 90.51
116 165 78.93
116 170 42.24
116 189 38.20
117 118 79.82
117 126 91.96
117 127 27.54
117 134 84.64
117 142 77.17
117 143 93.74
117 146 56.66
117 153 31.75
117 161 78.44
117 186 54.10
117 190 95.50
117 193 84.57
117 198 65.12
118 126 72.13
118 127 95.62
118 129 81.54
118 134 26.94
118 146 41.53
118 151 38.00
118 160 68.22
118 178 55.83
118 186 89.43
118 195 46.03
118 198 41.84
118 199 56.22
119 121 51.38
119 125 88.25
119 132 78.94
119 141 96.12
119 152 60.78
119 154 87.92
119 169 36.41
119 171 58.31
119 177 48.82
119 179 40.56
119 194 40.50
120 144 65.57
120 145 42.74
120 156 79.93
120 159 74.82
120 172 74.45
120 173 10.46
120 175 97.70
120 183 95.00
120 188 42.16
120 196 61.07
121 132 37.68
121 135 83.20
121 141 44.78
121 152 95.88
