400	12419
3 394 79.63
4 10 43.44
4 15 85.46
4 27 93.31
4 28 42.49
4 30 38.08
4 31 67.84
4 32 112.92
4 33 71.67
4 43 42.97
4 47 110.20
4 49 124.14
4 63 114.08
4 78 114.60
4 80 62.10
4 81 122.91
4 82 83.42
4 83 122.67
4 89 53.54
4 94 70.10
4 104 43.45
4 107 96.34
4 114 68.13
4 116 104.83
4 117 64.81
4 120 64.47
4 126 112.03
4 129 116.08
4 130 100.47
4 132 74.34
4 133 86.02
4 134 9.13
4 136 111.05
4 138 71.94
4 139 86.94
4 142 44.20
4 150 18.37
4 153 117.25
4 157 64.17
4 161 98.73
4 165 101.76
4 167 83.37
4 177 56.41
4 179 111.84
4 183 77.18
4 186 92.87
4 189 114.53
4 195 107.77
4 207 62.66
4 210 79.37
4 219 107.86
4 223 67.76
4 233 94.00
4 242 81.77
4 250 109.60
4 253 85.27
4 267 17.26
4 271 26.15
4 277 109.59
4 280 100.40
4 288 48.00
4 292 31.61
4 296 91.39
4 303 91.30
4 304 63.91
4 306 119.77
4 317 104.51
4 325 79.96
4 332 61.34
4 333 92.20
4 334 118.83
4 336 45.23
4 338 105.83
4 348 37.66
4 352 51.96
4 354 10.33
4 363 85.68
4 365 78.00
4 373 108.35
4 374 110.32
4 375 90.32
4 380 82.58
4 385 54.80
4 386 29.55
4 388 109.84
4 392 39.14
5 7 47.82
5 9 74.80
5 11 90.43
5 13 70.96
5 17 56.71
5 51 37.22
5 53 48.72
5 64 81.10
5 68 53.39
5 95 53.60
5 97 115.82
5 101 83.26
5 102 56.75
5 146 52.27
5 156 38.90
5 160 86.39
5 170 108.23
5 174 114.87
5 180 120.57
5 181 78.91
5 206 62.84
5 209 84.89
5 217 124.32
5 229 57.31
5 231 35.16
5 234 81.75
5 237 99.17
5 240 90.54
5 247 73.54
5 248 24.92
5 251 57.95
5 255 82.70
5 259 82.43
5 264 113.70
5 265 59.47
5 287 89.30
5 309 119.47
5 323 55.08
5 329 113.82
5 337 42.76
5 345 78.56
5 371 70.39
5 383 112.06
5 394 109.19
5 396 54.23
6 14 85.11
6 20 95.11
6 48 84.23
6 57 74.18
6 65 97.88
6 72 122.78
6 86 87.12
6 91 32.83
6 92 24.50
6 106 103.59
6 109 54.18
6 111 68.01
6 131 118.89
6 135 30.00
6 141 119.09
6 144 122.97
6 145 8.41
6 166 122.02
6 193 102.18
6 246 122.35
6 254 90.51
6 257 9.81
6 269 44.90
6 270 77.82
6 282 43.81
6 285 93.36
6 293 109.55
6 294 108.54
6 308 106.38
6 310 99.54
6 311 57.56
6 326 64.97
6 344 44.07
6 350 46.07
6 353 123.43
6 358 119.89
6 360 26.17
6 366 112.75
6 372 28.35
6 378 79.45
6 384 117.24
6 389 29.19
6 390 28.96
6 397 26.50
6 398 115.80
7 9 75.66
7 11 111.05
7 13 59.14
7 17 90.41
7 25 96.34
7 37 94.29
7 51 15.60
7 53 16.67
7 59 86.79
7 63 109.85
7 64 121.21
7 68 39.09
7 76 86.57
7 95 11.56
7 101 86.48
7 102 98.05
7 119 97.63
7 146 39.49
7 156 64.58
7 160 40.60
7 170 68.36
7 174 68.25
7 181 102.58
7 189 109.90
7 196 83.80
7 200 116.62
7 206 20.81
7 209 60.67
7 229 64.71
7 231 24.01
7 234 121.00
7 240 45.10
7 247 59.04
7 248 42.33
7 251 29.08
7 255 43.68
7 259 112.34
7 264 80.24
7 265 81.80
7 287 119.18
7 298 88.96
7 309 77.94
7 314 123.56
7 323 86.22
7 337 27.12
7 340 114.56
7 345 47.88
7 371 103.18
7 376 90.97
7 394 121.69
7 396 100.26
8 12 61.88
8 22 3.40
8 26 106.40
8 34 100.08
8 38 68.62
8 45 42.05
8 46 37.95
8 47 112.08
8 58 56.54
8 61 36.22
8 67 88.92
8 70 93.43
8 74 124.36
8 87 54.17
8 108 32.08
8 121 42.97
8 148 124.31
8 152 99.32
8 163 80.30
8 168 115.41
8 169 96.83
8 171 122.26
8 175 120.81
8 184 84.25
8 185 33.36
8 190 94.28
8 208 55.39
8 216 104.39
8 227 101.49
8 230 82.70
8 241 73.81
8 250 108.99
8 252 87.54
8 266 115.80
8 272 114.18
8 281 75.26
8 284 121.03
8 295 72.36
8 299 98.95
8 306 120.71
8 313 114.62
8 321 58.49
8 324 45.86
8 328 57.07
8 335 105.74
8 339 114.76
8 367 61.30
8 374 123.55
8 379 87.03
8 381 86.65
9 11 45.38
9 13 21.57
9 17 55.07
9 51 62.75
9 53 59.50
9 54 88.45
9 55 86.59
9 59 105.02
9 60 121.82
9 64 85.38
9 68 36.82
9 77 112.15
9 95 87.19
9 97 107.56
9 99 102.13
9 101 10.85
9 102 73.90
9 110 92.72
9 112 93.35
9 123 78.57
9 124 122.99
9 146 36.24
9 156 41.98
9 160 107.96
9 170 78.85
9 174 104.29
9 180 76.42
9 181 43.83
9 187 109.43
9 189 115.51
9 200 55.78
9 206 66.88
9 209 40.08
9 217 95.21
9 218 116.98
9 219 117.25
9 226 111.40
9 229 17.81
9 231 88.65
9 234 83.23
9 237 118.20
9 239 121.10
9 240 112.38
9 247 24.78
9 248 50.48
9 251 50.54
9 255 64.87
9 258 122.16
9 259 59.59
9 261 99.56
9 264 69.32
9 265 34.03
9 273 86.33
9 279 83.27
9 287 64.26
9 297 89.90
9 298 110.41
9 314 65.85
9 315 111.85
9 322 87.94
9 323 49.29
9 327 87.56
9 329 124.28
9 337 48.94
9 340 54.37
9 345 49.55
9 361 124.67
9 371 59.11
9 376 97.21
9 383 105.05
9 388 113.87
9 394 47.45
9 395 87.42
9 396 89.33
10 27 114.27
10 28 43.10
10 30 68.38
10 31 27.15
10 32 95.66
10 33 57.61
10 43 33.77
10 49 119.93
10 55 115.89
10 59 111.99
10 63 94.41
10 78 113.63
10 79 120.40
10 80 76.55
10 81 112.71
10 82 120.53
10 83 121.31
10 89 18.79
10 94 102.50
10 104 82.90
10 107 115.26
10 110 120.74
10 112 119.15
10 114 110.94
10 117 46.08
10 120 107.07
10 129 116.61
10 132 106.50
10 133 112.01
10 134 36.33
10 136 103.50
10 138 114.92
10 139 44.81
10 142 84.91
10 150 35.26
10 157 37.69
10 165 65.42
10 167 69.03
10 177 94.52
10 179 68.42
10 183 66.27
10 186 112.82
10 189 87.37
10 207 49.64
10 210 43.59
10 219 69.49
10 223 29.43
10 233 75.77
10 239 111.43
10 242 124.39
10 253 70.08
10 264 123.41
10 267 60.48
10 271 57.51
10 274 124.13
10 277 118.15
10 278 117.05
10 280 89.51
10 288 55.60
10 292 75.03
10 296 118.69
10 298 111.77
10 303 73.21
10 304 103.36
10 317 115.57
10 325 84.30
10 332 18.78
10 333 82.29
10 334 120.19
10 336 6.51
10 348 44.82
10 352 95.36
10 354 53.68
10 363 78.01
10 364 115.27
10 365 99.52
10 373 66.00
10 375 109.33
10 376 105.90
10 385 85.78
10 386 15.40
10 388 74.42
10 392 34.27
10 395 105.92
11 13 66.51
11 17 39.85
11 40 117.03
11 51 95.91
11 53 97.05
11 54 65.05
11 55 113.89
11 60 112.07
11 64 54.10
11 66 85.49
11 68 76.37
11 77 70.19
11 95 122.34
11 97 65.87
11 99 106.48
11 101 38.37
11 102 56.31
11 110 115.62
11 112 116.75
11 122 106.68
11 123 94.63
11 124 80.81
11 127 122.55
11 146 75.23
11 151 95.41
11 156 52.01
11 170 124.16
11 180 33.14
11 181 12.33
11 187 77.64
11 199 81.91
11 200 80.05
11 206 107.74
11 209 85.39
11 217 49.85
11 218 87.15
11 226 67.41
11 229 47.28
11 231 116.66
11 234 51.08
11 235 103.50
11 237 86.93
11 247 70.00
11 248 73.25
11 251 91.52
11 255 109.53
11 258 80.68
11 259 22.78
11 261 104.70
11 264 113.27
11 265 31.32
11 268 107.42
11 273 63.98
11 279 89.57
11 283 118.79
11 287 23.51
11 297 45.03
11 314 90.25
11 315 76.30
11 322 55.91
11 323 37.94
11 327 70.90
11 329 88.07
11 337 84.47
11 340 79.77
11 345 94.55
11 361 92.63
11 371 31.91
11 383 64.06
11 394 24.60
11 395 119.71
11 396 75.11
12 19 97.30
12 22 59.97
12 26 68.81
12 38 33.84
12 44 121.21
12 45 22.57
12 46 24.08
12 47 52.84
12 58 89.50
12 61 53.32
12 67 28.87
12 70 39.01
12 74 124.63
12 87 19.79
12 104 112.39
12 108 43.21
12 114 116.74
12 116 103.72
12 120 95.89
12 121 90.32
12 126 97.68
12 130 89.49
12 138 92.15
12 149 124.50
12 152 117.17
12 153 91.35
12 161 95.93
12 163 18.85
12 168 122.68
12 169 85.65
12 171 90.65
12 173 123.24
12 175 124.30
12 185 44.03
12 186 107.56
12 190 53.26
12 208 31.32
12 227 68.97
12 230 77.35
12 241 64.73
12 242 81.72
12 250 47.68
12 252 36.25
12 266 107.96
12 272 105.48
12 276 105.83
12 281 59.85
12 295 64.18
12 306 69.56
12 313 119.13
12 316 108.71
12 321 43.52
12 324 51.60
12 328 22.51
12 339 86.86
12 341 102.73
12 352 116.91
12 365 110.72
12 367 45.67
12 374 68.70
12 379 36.12
12 380 95.49
12 381 58.00
13 17 68.56
13 51 48.79
13 53 42.46
13 54 107.50
13 55 84.91
13 59 85.08
13 63 109.07
13 64 101.07
13 68 20.97
13 95 70.30
13 99 111.76
13 101 31.43
13 102 85.68
13 110 93.46
13 112 93.73
13 123 84.42
13 146 21.22
13 156 48.18
13 160 87.81
13 170 58.72
13 174 82.89
13 180 97.98
13 181 63.46
13 189 97.88
13 196 118.25
13 200 59.78
13 206 47.04
13 209 20.80
13 217 116.16
13 219 105.22
13 229 25.72
13 231 76.12
13 234 99.33
13 239 121.77
13 240 92.12
13 247 4.03
13 248 46.27
13 251 31.33
13 255 43.30
13 259 78.44
13 261 109.01
13 264 52.46
13 265 49.07
13 273 105.22
13 279 93.36
13 287 83.78
13 297 111.30
13 298 90.25
13 314 68.24
13 322 108.54
13 323 62.63
13 327 105.08
13 337 34.85
13 340 57.88
13 345 28.06
13 371 75.62
13 376 78.73
13 383 123.61
13 388 100.07
13 394 68.41
13 395 81.97
13 396 98.41
14 57 123.11
14 65 14.98
14 91 116.76
14 92 95.31
14 98 115.52
14 131 67.51
14 135 106.94
14 141 77.35
14 145 87.22
14 193 112.56
14 201 65.76
14 205 101.70
14 212 94.75
14 257 75.51
14 269 68.77
14 270 15.39
14 285 98.28
14 294 61.90
14 302 42.56
14 312 100.45
14 326 52.19
14 344 43.24
14 350 43.24
14 353 106.48
14 358 114.83
14 360 103.35
14 372 99.45
14 389 111.11
14 390 57.09
14 397 111.37
14 398 102.35
15 16 110.52
15 27 71.10
15 28 98.13
15 30 61.65
15 33 121.40
15 43 107.03
15 47 112.64
15 67 118.42
15 70 93.11
15 80 79.71
15 82 18.78
15 94 39.05
15 100 91.60
15 104 74.48
15 107 76.96
15 114 24.68
15 116 32.43
15 117 122.97
15 120 55.32
15 129 124.24
15 130 42.14
15 132 38.65
15 133 56.46
15 134 94.49
15 138 50.74
15 140 109.05
15 142 41.39
15 150 91.15
15 154 97.53
15 161 35.95
15 162 75.91
15 163 113.35
15 164 98.04
15 172 79.74
15 177 32.62
15 183 120.31
15 190 93.72
15 192 71.22
15 195 23.38
15 198 118.25
15 204 105.55
15 207 116.21
15 221 94.13
15 227 95.22
15 232 85.87
15 242 56.61
15 243 76.96
15 249 103.86
15 250 103.30
15 252 98.30
15 260 98.05
15 267 68.94
15 271 92.29
15 276 81.99
15 277 105.28
15 281 123.91
15 288 122.44
15 292 59.77
15 296 53.94
15 304 23.01
15 305 108.30
15 307 76.58
15 316 47.15
15 325 99.69
15 338 21.92
15 339 95.32
15 341 49.93
15 346 112.80
15 348 116.55
15 351 93.72
15 352 42.32
15 354 77.14
15 365 124.52
15 375 74.75
15 377 64.51
15 380 37.63
15 381 107.41
15 385 49.59
15 386 110.66
15 392 122.45
15 393 93.16
16 23 52.78
16 24 63.08
16 25 88.02
16 27 48.73
16 28 113.38
16 30 103.91
16 33 108.70
16 37 90.38
16 41 103.39
16 42 54.72
16 43 122.78
16 63 110.27
16 71 53.41
16 73 71.38
16 76 103.98
16 80 81.09
16 82 92.38
16 94 82.75
16 100 46.75
16 105 33.42
16 107 44.85
16 117 119.38
16 119 84.58
16 129 56.35
16 132 79.81
16 133 60.50
16 140 96.85
16 142 116.59
16 158 104.34
16 162 62.11
16 164 12.90
16 176 46.50
16 177 103.73
16 183 100.50
16 195 104.55
16 196 98.49
16 198 17.44
16 202 58.20
16 207 112.30
16 213 101.50
16 214 78.87
16 215 53.61
16 225 103.63
16 232 63.71
16 236 48.16
16 243 51.00
16 249 73.97
16 274 60.16
16 277 41.24
16 280 90.39
16 286 44.74
16 291 48.49
16 296 59.13
16 298 121.83
16 304 106.29
16 305 66.01
16 309 118.39
16 318 62.58
16 325 73.72
16 338 103.05
16 349 79.08
16 351 23.02
16 356 72.28
16 375 50.76
16 377 58.77
16 385 90.72
16 387 79.83
16 393 72.06
17 51 74.95
17 53 80.72
17 54 104.80
17 64 33.27
17 66 108.97
17 68 66.69
17 77 99.95
17 95 100.33
17 97 64.04
17 101 56.09
17 102 19.37
17 122 100.53
17 124 78.83
17 146 65.16
17 151 123.17
17 156 26.31
17 180 65.30
17 181 27.59
17 187 115.25
17 199 85.87
17 200 106.98
17 206 94.56
17 209 89.27
17 217 67.74
17 226 73.02
17 229 42.85
17 231 88.58
17 234 32.12
17 235 96.32
17 237 64.05
17 247 72.59
17 248 48.12
17 251 80.72
17 255 104.59
17 258 76.79
17 259 25.95
17 264 121.01
17 265 21.08
17 273 103.80
17 287 32.69
17 297 70.44
17 314 117.49
17 315 112.06
17 322 94.30
17 323 5.94
17 327 110.67
17 329 72.63
17 337 68.14
17 340 106.04
17 345 92.52
17 371 13.72
17 383 60.60
17 394 63.48
17 396 37.11
18 19 81.90
18 21 72.46
18 26 111.56
18 29 93.20
18 44 61.03
18 49 107.26
18 50 31.54
18 56 73.31
18 62 99.22
18 69 21.66
18 74 84.60
18 75 83.23
18 78 110.50
18 81 121.04
18 83 103.53
18 84 41.89
18 85 21.74
18 90 50.06
18 93 11.71
18 113 80.86
18 115 117.93
18 118 119.46
18 125 68.69
18 126 112.83
18 128 106.22
18 136 124.69
18 143 38.06
18 147 54.81
18 149 83.55
18 152 121.77
18 153 111.98
18 155 76.45
18 159 66.88
18 168 99.04
18 169 103.00
18 171 89.09
18 173 71.30
18 175 90.88
18 191 114.42
18 194 106.92
18 203 38.31
18 211 29.47
18 220 88.60
18 222 115.67
18 228 116.52
18 230 117.10
18 238 57.87
18 244 44.80
18 245 78.78
18 262 78.81
18 266 85.10
18 272 86.31
18 275 85.09
18 284 123.19
18 290 33.59
18 313 95.99
18 317 111.57
18 319 26.78
18 330 49.86
18 331 87.28
18 334 103.26
18 343 94.02
18 357 119.42
18 368 80.59
18 369 38.84
18 370 90.95
18 399 5.41
19 26 30.33
19 29 117.36
19 38 65.26
19 44 26.65
19 45 95.41
19 46 106.74
19 47 78.53
19 49 105.70
19 50 86.80
19 56 85.43
19 58 97.67
19 62 93.25
19 67 83.47
19 69 73.59
19 70 123.42
19 74 56.98
19 75 59.63
19 78 99.80
19 81 122.93
19 83 98.00
19 84 122.83
19 85 88.20
19 87 83.99
19 90 66.21
19 93 73.61
19 108 93.76
19 113 69.64
19 118 123.90
19 121 116.56
19 125 75.66
19 126 55.52
19 136 117.99
19 143 52.87
19 147 78.49
19 149 51.95
19 152 81.84
19 153 49.62
19 163 99.90
19 168 67.20
19 169 35.74
19 171 8.65
19 173 39.86
19 175 61.89
19 186 75.80
19 203 72.83
19 208 75.27
19 211 89.27
19 220 99.29
19 230 48.74
19 241 52.77
19 244 39.05
19 250 89.70
19 266 38.07
19 272 36.23
19 275 92.41
19 284 100.06
19 290 67.62
19 295 54.27
19 299 112.46
19 306 52.80
19 313 61.46
19 317 77.57
19 319 104.48
19 324 79.83
19 328 79.74
19 330 43.78
19 331 68.44
19 334 91.84
19 343 107.82
19 365 89.92
19 369 78.21
19 374 63.46
19 379 65.04
19 399 87.04
20 35 69.35
20 36 48.37
20 39 37.15
20 48 102.64
20 57 21.59
20 72 93.81
20 86 102.30
20 88 66.52
20 91 86.26
20 92 71.11
20 96 76.09
20 98 73.10
20 103 71.33
20 106 87.38
20 111 120.96
20 131 114.62
20 135 71.74
20 137 98.49
20 141 104.42
20 145 86.73
20 155 115.30
20 159 124.31
20 166 53.92
20 182 82.38
20 191 94.06
20 193 41.88
20 197 122.86
20 205 87.30
20 212 109.52
20 222 82.17
20 224 66.04
20 228 86.91
20 257 94.95
20 269 69.96
20 270 120.62
20 278 108.15
20 282 108.14
20 285 50.03
20 289 41.72
20 294 106.62
20 300 52.78
20 301 61.60
20 308 104.60
20 310 34.92
20 311 109.77
20 326 83.78
20 342 85.81
20 344 117.82
20 347 73.74
20 350 121.66
20 353 78.41
20 355 35.61
20 357 72.20
20 358 63.56
20 359 56.64
20 360 114.96
20 364 117.73
20 366 58.93
20 370 100.41
20 372 68.13
20 378 42.10
20 384 124.42
20 389 80.21
20 390 97.21
20 397 99.36
20 398 72.23
21 29 114.31
21 50 74.93
21 69 87.85
21 84 38.70
21 85 75.69
21 90 104.74
21 93 80.24
21 103 116.68
21 115 55.41
21 137 96.87
21 143 108.87
21 147 112.21
21 155 80.35
21 159 79.11
21 197 104.95
21 203 100.31
21 211 80.63
21 220 123.01
21 222 99.05
21 238 14.67
21 244 117.25
21 245 39.98
21 262 28.23
21 290 99.45
21 319 57.65
21 330 116.29
21 343 123.57
21 347 107.04
21 357 113.72
21 368 16.07
21 369 97.43
21 370 99.03
21 399 67.76
22 26 106.59
22 34 103.48
22 38 68.35
22 45 40.82
22 46 35.92
22 47 110.73
22 58 59.58
22 61 32.83
22 67 87.39
22 70 90.74
22 87 53.26
22 108 32.58
22 121 46.35
22 152 102.11
22 163 78.21
22 168 117.88
22 169 98.32
22 171 122.91
22 175 123.15
22 184 87.65
22 185 30.03
22 190 91.14
22 208 55.19
22 216 107.78
22 227 98.18
22 230 84.31
22 241 75.08
22 250 107.31
22 252 84.76
22 266 117.62
22 272 115.94
22 281 71.86
22 284 124.04
22 295 73.65
22 299 102.20
22 306 120.13
22 313 116.98
22 321 55.17
22 324 47.09
22 328 56.34
22 335 109.10
22 339 111.38
22 367 57.97
22 374 122.68
22 379 86.20
22 381 83.33
23 24 62.43
23 25 39.51
23 27 88.08
23 33 113.00
23 37 41.53
23 42 2.00
23 59 102.15
23 63 94.13
23 71 60.25
23 73 34.56
23 76 52.46
23 80 105.55
23 94 124.20
23 100 97.62
23 105 27.07
23 107 82.42
23 117 124.96
23 119 43.92
23 129 52.87
23 132 122.38
23 133 102.56
23 160 95.46
23 162 114.50
23 164 65.16
23 170 120.98
23 174 90.29
23 176 48.44
23 183 103.98
23 189 114.91
23 196 53.47
23 198 58.29
23 202 47.30
23 207 120.01
23 214 89.38
23 215 39.33
23 232 114.92
23 236 7.05
23 240 91.16
23 243 103.64
23 249 121.64
23 274 45.87
23 277 58.69
23 280 83.74
23 286 30.23
23 291 84.20
23 296 103.94
23 298 96.54
23 305 112.17
23 309 66.28
23 318 91.17
23 325 87.85
23 349 113.75
23 351 75.68
23 356 91.49
23 375 86.43
23 376 117.18
23 377 111.47
23 387 119.86
23 393 121.99
24 25 98.55
24 27 111.71
24 37 100.03
24 41 96.33
24 42 62.83
24 71 10.75
24 73 43.43
24 76 105.01
24 100 80.46
24 105 71.67
24 107 107.93
24 119 106.14
24 129 104.68
24 133 122.65
24 140 110.30
24 158 68.12
24 162 100.06
24 164 72.59
24 176 17.68
24 196 113.83
24 198 49.84
24 202 15.89
24 213 88.58
24 214 27.61
24 215 23.32
24 225 104.53
24 232 94.70
24 236 55.85
24 243 93.45
24 249 90.65
24 274 102.11
24 277 98.51
24 286 32.76
24 291 47.23
24 296 120.18
24 305 80.25
24 309 114.93
24 318 42.58
24 349 65.41
24 351 73.71
24 356 34.18
24 375 113.82
24 377 105.44
24 387 76.71
24 393 96.33
25 27 111.29
25 33 108.21
25 37 2.42
25 42 38.22
25 51 111.03
25 53 104.64
25 59 75.06
25 63 76.24
25 68 122.44
25 71 98.22
25 73 59.81
25 76 19.03
25 80 116.47
25 95 88.87
25 105 55.58
25 107 105.44
25 117 119.54
25 119 17.14
25 129 60.38
25 146 123.72
25 160 56.11
25 164 99.07
25 170 88.28
25 174 56.90
25 176 86.73
25 183 100.02
25 189 94.14
25 196 15.61
25 198 96.62
25 202 82.70
25 206 91.56
25 207 116.81
25 209 119.47
25 215 75.37
25 231 109.13
25 236 46.45
25 240 51.91
25 251 107.22
25 255 90.77
25 264 108.95
25 274 49.18
25 277 77.09
25 280 76.21
25 286 68.42
25 291 123.66
25 298 70.42
25 309 33.71
25 325 94.93
25 337 117.42
25 345 106.39
25 351 110.87
25 375 107.65
25 376 90.33
25 388 121.88
26 38 39.73
26 44 52.42
26 45 70.84
26 46 81.62
26 47 50.10
26 49 113.75
26 50 116.95
26 56 101.64
26 58 92.56
26 61 116.44
26 62 113.52
26 67 53.14
26 69 101.22
26 70 93.11
26 74 77.26
26 75 80.61
26 78 105.22
26 83 105.74
26 85 115.84
26 87 58.28
26 90 94.78
26 93 103.73
26 104 110.12
26 108 74.41
26 113 92.15
26 120 110.76
26 121 107.68
26 125 92.44
26 126 46.62
26 136 122.45
26 138 112.73
26 143 79.52
26 147 99.42
26 149 61.30
26 152 91.12
26 153 38.83
26 163 69.80
26 168 83.21
26 169 41.52
26 171 22.50
26 173 56.15
26 175 80.35
26 185 106.44
26 186 65.54
26 190 115.33
26 203 97.52
26 208 51.96
26 211 115.83
26 220 123.06
26 230 47.07
26 241 43.23
26 242 106.13
26 244 67.45
26 250 60.44
26 252 95.11
26 266 57.02
26 271 123.70
26 272 54.48
26 275 105.75
26 284 113.80
26 288 122.03
26 290 93.49
26 295 44.45
26 299 118.72
26 306 29.26
26 313 77.78
26 317 76.79
26 321 112.16
26 324 64.01
26 328 54.11
26 330 73.31
26 331 88.91
26 334 98.36
26 365 77.00
26 367 114.43
26 369 102.78
26 374 39.35
26 379 34.93
26 381 124.62
26 399 116.58
27 28 71.79
27 30 55.60
27 33 77.58
27 37 113.66
27 42 90.01
27 43 82.15
27 59 120.40
27 63 97.28
27 71 101.79
27 73 115.56
27 80 38.06
27 82 52.41
27 94 36.22
27 100 62.77
27 104 114.00
27 105 61.11
27 107 5.86
27 114 83.42
27 116 103.13
27 117 85.50
27 119 100.60
27 120 110.56
27 129 54.89
27 130 112.88
27 132 34.31
27 133 14.70
27 134 100.71
27 138 110.62
27 140 109.01
27 142 68.47
27 150 84.32
27 157 96.55
27 161 106.89
27 162 63.78
27 164 40.00
27 172 124.98
27 176 95.22
27 177 56.55
27 183 71.77
27 189 113.80
27 192 121.93
27 195 74.00
27 196 115.92
27 198 63.10
27 202 106.56
27 207 77.69
27 210 115.37
27 215 101.31
27 225 123.36
27 232 72.10
27 236 86.47
27 242 119.83
27 243 54.09
27 249 90.52
27 267 86.44
27 271 115.37
27 274 65.39
27 277 34.53
27 280 73.88
27 286 91.30
27 291 87.10
27 292 90.73
27 296 18.29
27 298 115.19
27 304 60.85
27 305 87.55
27 307 122.40
27 316 113.20
27 318 103.18
27 325 43.07
27 332 121.32
27 336 120.10
27 338 71.89
27 341 117.54
27 349 112.65
27 351 44.88
27 352 89.06
27 354 92.23
27 356 116.20
27 375 6.53
27 377 50.74
27 380 104.27
27 385 42.03
27 386 101.27
27 387 107.70
27 393 83.03
28 30 36.58
28 31 68.57
28 33 29.88
28 43 10.56
28 59 95.29
28 63 72.14
28 80 33.77
28 82 87.79
28 89 61.75
28 94 66.47
28 104 83.86
28 105 106.70
28 107 72.41
28 114 90.39
28 117 26.16
28 119 115.81
28 120 98.98
28 129 77.42
28 132 69.93
28 133 71.29
28 134 44.25
28 138 104.63
28 139 68.01
28 142 61.90
28 150 24.45
28 157 31.64
28 161 122.91
28 164 108.73
28 165 107.48
28 167 108.91
28 170 118.30
28 174 115.00
28 177 65.63
