200 2147 
19 50 86.80
19 56 85.43
19 58 97.67
19 62 93.25
19 67 83.47
19 69 73.59
19 74 56.98
19 75 59.63
19 78 99.80
19 83 98.00
19 85 88.20
19 87 83.99
19 90 66.21
19 93 73.61
19 108 93.76
19 113 69.64
19 125 75.66
19 126 55.52
19 143 52.87
19 147 78.49
19 149 51.95
19 152 81.84
19 153 49.62
19 163 99.90
19 168 67.20
19 169 35.74
19 171 8.65
19 173 39.86
19 175 61.89
19 186 75.80
20 35 69.35
20 36 48.37
20 39 37.15
20 57 21.59
20 72 93.81
20 88 66.52
20 91 86.26
20 92 71.11
20 96 76.09
20 98 73.10
20 103 71.33
20 106 87.38
20 135 71.74
20 137 98.49
20 145 86.73
20 166 53.92
20 182 82.38
20 191 94.06
20 193 41.88
21 50 74.93
21 69 87.85
21 84 38.70
21 85 75.69
21 93 80.24
21 115 55.41
21 137 96.87
21 155 80.35
21 159 79.11
22 38 68.35
22 45 40.82
22 46 35.92
22 58 59.58
22 61 32.83
22 67 87.39
22 70 90.74
22 87 53.26
22 108 32.58
22 121 46.35
22 163 78.21
22 169 98.32
22 184 87.65
22 185 30.03
22 190 91.14
23 24 62.43
23 25 39.51
23 27 88.08
23 37 41.53
23 42 2.00
23 63 94.13
23 71 60.25
23 73 34.56
23 76 52.46
23 100 97.62
23 105 27.07
23 107 82.42
23 119 43.92
23 129 52.87
23 160 95.46
23 164 65.16
23 174 90.29
23 176 48.44
23 196 53.47
23 198 58.29
24 25 98.55
24 41 96.33
24 42 62.83
24 71 10.75
24 73 43.43
24 100 80.46
24 105 71.67
24 158 68.12
24 164 72.59
24 176 17.68
24 198 49.84
25 37 2.42
25 42 38.22
25 59 75.06
25 63 76.24
25 71 98.22
25 73 59.81
25 76 19.03
25 95 88.87
25 105 55.58
25 119 17.14
25 129 60.38
25 160 56.11
25 164 99.07
25 170 88.28
25 174 56.90
25 176 86.73
25 189 94.14
25 196 15.61
25 198 96.62
26 38 39.73
26 44 52.42
26 45 70.84
26 46 81.62
26 47 50.10
26 58 92.56
26 67 53.14
26 70 93.11
26 74 77.26
26 75 80.61
26 87 58.28
26 90 94.78
26 108 74.41
26 113 92.15
26 125 92.44
26 126 46.62
26 143 79.52
26 147 99.42
26 149 61.30
26 152 91.12
26 153 38.83
26 163 69.80
26 168 83.21
26 169 41.52
26 171 22.50
26 173 56.15
26 175 80.35
26 186 65.54
27 28 71.79
27 30 55.60
27 33 77.58
27 42 90.01
27 43 82.15
27 63 97.28
27 80 38.06
27 82 52.41
27 94 36.22
27 100 62.77
27 105 61.11
27 107 5.86
27 114 83.42
27 117 85.50
27 129 54.89
27 132 34.31
27 133 14.70
27 142 68.47
27 150 84.32
27 157 96.55
27 162 63.78
27 164 40.00
27 176 95.22
27 177 56.55
27 183 71.77
27 195 74.00
27 198 63.10
28 30 36.58
28 31 68.57
28 33 29.88
28 43 10.56
28 59 95.29
28 63 72.14
28 80 33.77
28 82 87.79
28 89 61.75
28 94 66.47
28 104 83.86
28 107 72.41
28 114 90.39
28 117 26.16
28 120 98.98
28 129 77.42
28 132 69.93
28 133 71.29
28 134 44.25
28 139 68.01
28 142 61.90
28 150 24.45
28 157 31.64
28 177 65.63
28 179 99.11
28 183 34.70
28 189 75.26
29 50 61.79
29 52 52.49
29 62 38.52
29 74 66.97
29 75 63.31
29 90 55.77
29 93 84.85
29 113 51.18
29 118 32.73
29 128 13.33
29 152 81.48
29 168 68.51
29 175 66.49
29 194 13.73
30 31 95.51
30 33 62.35
30 43 45.41
30 80 30.68
30 82 52.79
30 89 84.18
30 94 34.28
30 104 63.03
30 107 59.06
30 114 54.93
30 116 89.46
30 117 62.05
30 120 69.42
30 129 87.12
30 130 91.15
30 132 38.39
30 133 47.98
30 134 46.13
30 138 73.31
30 142 27.04
30 150 33.56
30 157 68.18
30 161 87.17
30 164 95.59
30 177 29.08
30 183 63.41
30 195 80.29
31 32 78.88
31 33 76.14
31 43 58.41
31 79 96.15
31 81 99.21
31 89 15.77
31 117 64.21
31 134 59.49
31 136 92.35
31 139 35.73
31 150 62.23
31 157 53.04
31 165 38.91
31 167 57.51
31 179 47.05
31 183 85.18
31 189 93.61
32 35 73.42
32 49 39.35
32 56 71.86
32 78 43.00
32 81 23.43
32 83 45.93
32 88 79.74
32 89 77.27
32 96 79.82
32 125 78.90
32 136 24.81
32 147 90.02
32 149 90.86
32 165 56.99
32 167 29.55
32 182 83.00
32 186 88.75
32 191 64.07
33 43 29.60
33 59 65.42
33 63 42.42
33 80 44.20
33 89 75.40
33 94 85.31
33 105 93.49
33 107 75.88
33 117 11.96
33 119 91.20
33 129 60.92
33 132 87.86
33 133 82.56
33 134 72.00
33 139 60.35
33 142 89.17
33 150 53.31
33 157 23.39
33 170 88.85
33 174 85.41
33 177 90.08
33 179 92.06
33 183 9.04
33 189 46.41
34 52 73.46
34 58 55.79
34 62 83.68
34 74 95.73
34 75 96.16
34 113 97.45
34 118 84.62
34 121 57.68
34 148 24.96
34 152 59.52
34 168 80.84
34 175 89.02
34 184 16.52
35 36 41.51
35 39 58.58
35 49 82.86
35 56 92.18
35 57 88.31
35 78 94.28
35 81 71.67
35 83 90.21
35 88 37.03
35 96 49.70
35 103 89.57
35 136 84.12
35 155 76.47
35 159 80.84
35 166 56.91
35 182 59.36
35 191 28.57
35 193 93.87
36 39 19.46
36 57 69.93
36 88 65.63
36 96 79.40
36 98 70.31
36 103 48.84
36 137 72.50
36 155 67.13
36 159 75.96
36 166 71.95
36 182 88.82
36 191 54.73
36 193 56.25
37 42 40.20
37 59 75.14
37 63 77.10
37 71 99.90
37 73 60.78
37 76 16.82
37 95 86.70
37 105 57.99
37 119 18.50
37 129 62.57
37 160 53.97
37 170 87.68
37 174 56.36
37 176 88.47
37 189 94.68
37 196 14.76
37 198 98.85
38 44 90.57
38 45 31.11
38 46 42.02
38 47 51.48
38 58 71.23
38 61 76.83
38 67 35.69
38 70 68.31
38 74 91.64
38 75 95.34
38 87 18.83
38 108 37.76
38 121 79.90
38 126 79.32
38 152 88.88
38 153 71.83
38 163 43.45
38 168 91.06
38 169 52.13
38 171 59.57
38 173 95.88
38 175 91.85
38 185 66.84
38 186 94.29
38 190 86.28
39 57 57.44
39 88 75.72
39 96 88.80
39 98 54.06
39 103 39.18
39 137 65.91
39 141 97.75
39 155 80.69
39 159 90.42
39 166 75.59
39 182 97.53
39 191 74.16
39 193 36.80
39 197 94.88
40 48 94.64
40 54 54.08
40 60 9.39
40 72 91.60
40 77 97.31
40 79 84.98
40 86 92.50
40 99 45.96
40 106 95.51
40 110 90.63
40 112 92.12
40 123 74.65
40 127 61.35
40 144 71.21
40 178 40.46
40 187 60.94
40 188 67.28
41 71 90.45
41 100 65.52
41 140 33.33
41 158 47.75
41 162 69.17
41 164 99.28
41 176 99.48
41 198 88.79
42 63 94.52
42 71 60.98
42 73 33.56
42 76 50.76
42 100 99.45
42 105 28.97
42 107 84.35
42 119 43.34
42 129 54.16
42 160 94.06
42 164 67.13
42 174 89.75
42 176 49.22
42 196 52.42
42 198 60.02
43 59 93.44
43 63 71.60
43 80 44.09
43 82 97.49
43 89 52.57
43 94 76.59
43 104 86.01
43 107 82.58
43 114 97.71
43 117 21.86
43 129 83.92
43 132 80.14
43 133 81.84
43 134 42.49
43 139 57.92
43 142 69.29
43 150 24.77
43 157 23.60
43 165 97.30
43 177 74.41
43 179 88.75
43 183 36.61
43 189 71.71
44 47 93.92
44 49 85.64
44 50 74.12
44 56 61.00
44 69 48.82
44 74 68.79
44 75 70.29
44 78 81.94
44 83 78.51
44 84 99.85
44 85 63.42
44 90 62.30
44 93 55.23
44 113 77.17
44 125 51.27
44 126 55.76
44 136 99.99
44 143 27.13
44 147 52.20
44 149 36.41
44 153 53.08
44 168 82.04
44 169 60.15
44 171 30.99
44 173 20.70
44 175 75.02
44 186 73.46
45 46 11.44
45 47 70.03
45 58 68.03
45 61 45.87
45 67 47.10
45 70 60.48
45 87 13.10
45 108 20.91
45 121 67.76
45 152 99.50
45 163 41.30
45 169 75.84
45 171 90.29
45 185 35.93
45 190 70.56
46 47 75.96
46 58 74.01
46 61 34.82
46 67 52.18
46 70 57.38
46 87 23.34
46 108 26.98
46 121 70.49
46 163 42.34
46 169 87.08
46 185 24.83
46 190 63.75
47 67 23.97
47 70 54.09
47 87 58.63
47 104 67.51
47 108 85.72
47 114 91.29
47 116 96.35
47 120 61.88
47 126 51.66
47 130 80.16
47 138 62.97
47 149 83.38
47 153 47.70
47 161 85.63
47 163 39.94
47 169 88.23
47 171 69.92
47 173 87.66
47 185 96.72
47 186 56.46
47 190 78.24
48 57 86.60
48 60 99.76
48 72 52.90
48 86 3.55
48 91 51.61
48 92 74.89
48 106 34.46
48 109 70.76
48 111 36.25
48 135 62.82
48 144 60.56
48 145 81.06
48 166 85.52
48 178 84.49
49 56 33.94
49 69 85.75
49 78 11.93
49 81 17.29
49 83 8.01
49 85 89.89
49 125 39.90
49 126 72.99
49 136 17.46
49 143 79.50
49 147 52.45
49 149 54.15
49 153 79.76
49 155 93.26
49 159 87.28
49 165 95.08
49 167 52.30
49 173 66.44
49 186 66.32
49 191 60.41
50 62 72.57
50 69 51.26
50 74 67.76
50 75 65.29
50 84 59.33
50 85 53.16
50 90 29.83
50 93 24.91
50 113 59.04
50 118 89.34
50 125 96.83
50 128 74.91
50 143 60.02
50 147 84.43
50 159 95.72
50 168 80.32
50 169 96.90
50 171 95.21
50 173 90.22
50 175 72.88
50 194 75.51
51 53 11.94
51 59 93.49
51 68 27.84
51 95 26.48
51 101 73.41
51 102 83.32
51 146 27.74
51 156 49.01
51 160 55.80
51 170 71.89
51 174 77.92
51 181 87.17
51 196 97.95
52 62 46.83
52 74 82.02
52 75 79.56
52 90 93.93
52 113 71.36
52 118 20.87
52 128 40.20
52 148 64.92
52 152 70.52
52 168 73.31
52 175 77.26
52 184 82.90
52 194 41.46
53 59 81.90
53 68 22.70
53 76 97.29
53 95 27.93
53 101 70.35
53 102 91.11
53 146 23.28
53 156 54.42
53 160 51.33
53 170 59.97
53 174 67.42
53 181 89.49
53 196 90.79
54 60 51.31
54 66 76.05
54 77 53.40
54 99 62.78
54 101 77.61
54 110 95.47
54 112 97.05
54 123 71.89
54 127 65.15
54 151 71.66
54 178 76.97
54 180 49.48
54 181 77.38
54 187 26.00
54 188 78.65
55 59 94.63
55 60 91.96
55 79 51.25
55 99 55.45
55 101 83.77
55 110 12.47
55 112 11.62
55 123 29.64
55 139 71.28
55 165 98.54
55 170 83.38
55 179 55.23
55 189 83.86
56 69 51.84
56 78 38.43
56 81 48.45
56 83 30.82
56 84 89.59
56 85 56.38
56 93 77.82
56 125 9.79
56 126 72.16
56 136 51.39
56 143 47.94
56 147 18.51
56 149 41.71
56 153 76.52
56 155 72.68
56 159 64.14
56 167 85.84
56 171 86.27
56 173 46.40
56 186 75.05
56 191 64.24
57 72 88.26
57 86 86.82
57 88 78.38
57 91 64.93
57 92 49.90
57 96 85.21
57 98 82.80
57 103 87.61
57 106 77.61
57 135 50.16
57 145 65.76
57 166 59.53
57 182 89.53
57 193 50.29
58 61 91.02
58 62 86.74
58 74 75.13
58 75 77.61
58 87 71.16
58 108 47.41
58 113 85.63
58 121 21.66
58 148 80.39
58 152 44.01
58 168 63.28
58 169 62.24
58 171 98.47
58 175 70.13
58 184 39.78
58 185 85.19
59 63 24.75
59 68 85.91
59 76 84.45
59 95 88.57
59 105 98.13
59 117 71.70
59 119 60.81
59 129 72.31
59 139 86.16
59 146 87.48
59 157 75.35
59 160 70.95
59 170 26.37
59 174 25.00
59 183 62.45
59 189 25.12
59 196 61.36
60 72 91.72
60 77 98.24
60 79 77.64
60 86 97.40
60 99 36.72
60 106 97.56
60 110 81.40
60 112 82.90
60 123 65.27
60 127 68.45
60 144 80.12
60 178 49.84
60 187 62.18
60 188 75.41
61 67 81.85
61 70 70.68
61 87 58.15
61 108 52.49
61 121 79.17
61 163 67.06
61 185 9.99
61 190 64.16
62 74 36.61
62 75 33.66
62 90 49.95
62 93 88.25
62 113 24.54
62 118 30.74
62 128 38.36
62 148 89.14
62 152 42.96
62 168 32.37
62 169 74.23
62 175 33.24
62 184 84.12
62 194 41.21
63 76 90.14
63 80 75.93
63 105 84.00
63 107 93.31
63 117 50.57
63 119 59.52
63 129 53.93
63 139 77.51
63 150 95.71
63 157 56.74
63 160 88.47
63 170 50.69
63 174 43.02
63 183 38.27
63 189 21.17
63 196 66.01
64 66 91.28
64 68 99.93
64 77 89.09
64 97 34.84
64 101 83.86
64 102 24.36
64 122 67.66
64 124 47.92
64 146 98.39
64 156 58.95
64 180 62.90
64 181 45.86
64 199 57.19
65 131 57.72
65 141 69.08
65 145 99.24
66 77 22.79
66 97 62.12
66 122 76.95
66 124 61.25
66 127 77.87
66 151 18.85
66 180 53.30
66 181 92.47
66 187 56.83
66 188 88.91
66 199 49.12
67 70 39.99
67 87 36.91
67 104 86.77
67 108 64.56
67 116 96.26
67 120 74.66
67 126 71.36
67 130 80.35
67 138 73.00
67 153 65.84
67 161 86.57
67 163 18.47
67 169 82.97
67 171 75.52
67 185 72.79
67 186 79.35
67 190 62.79
68 95 50.54
68 101 47.67
68 102 80.68
68 146 1.57
68 156 41.63
68 160 72.12
68 170 60.49
68 174 77.57
68 181 70.13
69 74 90.98
69 75 90.45
69 78 88.84
69 81 99.89
69 83 81.90
69 84 51.80
69 85 14.64
69 90 62.16
69 93 26.71
69 113 90.87
69 125 47.03
69 126 95.28
69 143 21.99
69 147 33.38
69 149 64.30
69 153 95.43
69 155 69.83
69 159 59.29
69 171 79.41
69 173 53.94
69 175 97.64
69 191 98.13
70 87 58.48
70 104 90.10
70 108 81.39
70 114 81.63
70 116 64.81
70 120 67.15
70 130 51.13
70 138 61.05
70 161 57.52
70 163 24.97
70 185 65.10
70 190 24.15
71 73 47.47
71 100 69.97
71 105 65.51
71 107 98.20
71 129 98.23
71 158 67.40
71 162 89.61
71 164 62.34
71 176 11.88
71 198 39.39
72 79 76.48
72 86 49.54
72 88 68.92
72 91 91.59
72 96 59.32
72 99 93.92
72 106 20.06
72 111 89.13
72 135 94.36
72 144 97.90
72 166 50.80
72 182 52.26
73 76 62.78
73 105 58.08
73 119 71.37
73 129 87.24
73 164 84.13
73 176 39.24
73 196 75.41
73 198 68.10
74 75 3.70
74 90 37.98
74 93 72.90
74 108 99.69
74 113 15.84
74 118 67.35
74 121 96.77
74 128 71.71
74 143 80.47
74 152 37.33
74 168 14.91
74 169 39.97
74 171 64.08
74 173 89.10
74 175 6.74
74 184 89.61
74 194 74.34
75 90 35.64
75 93 71.53
75 113 12.15
75 118 64.39
75 121 99.20
75 128 68.20
75 143 80.79
75 152 38.55
75 168 15.81
75 169 43.65
75 171 66.93
75 173 90.76
75 175 7.73
75 184 90.64
75 194 70.81
76 95 77.63
76 105 72.73
76 119 34.34
76 129 79.38
76 160 46.19
76 170 92.65
76 174 62.56
76 176 95.76
76 196 24.14
77 97 66.86
77 122 91.60
77 124 71.07
77 127 67.53
77 151 25.44
77 180 37.07
77 181 79.20
77 187 36.37
77 188 80.56
77 199 61.06
78 81 25.09
78 83 8.08
78 85 94.70
78 89 98.24
78 125 41.83
78 126 62.70
78 136 18.22
78 143 79.67
78 147 56.36
78 149 47.87
78 153 69.79
78 159 96.87
78 165 95.53
78 167 48.62
78 171 97.24
78 173 61.78
78 186 54.71
78 191 72.31
79 96 92.99
79 99 48.92
79 106 95.05
79 110 40.62
79 112 40.62
79 123 54.07
79 139 84.18
79 165 74.79
79 179 53.05
79 182 83.56
80 82 64.87
80 89 94.94
80 94 41.82
80 104 93.48
80 105 79.86
80 107 38.71
80 114 80.57
80 117 49.63
80 120 99.34
80 129 56.51
80 132 43.98
80 133 39.29
80 134 67.89
80 139 98.76
80 142 55.42
80 150 49.25
80 157 59.84
80 162 99.87
80 164 75.45
80 177 51.10
80 183 41.26
80 189 87.43
80 195 92.49
80 198 97.52
81 83 24.95
81 88 88.41
81 89 95.21
81 96 91.90
81 125 55.75
81 126 87.73
81 136 12.79
81 143 95.59
81 147 66.59
81 149 71.23
81 153 94.87
81 155 96.60
81 159 92.32
81 165 80.33
81 167 43.68
81 173 83.73
81 182 97.04
81 186 78.39
81 191 53.67
82 94 23.05
82 100 77.71
82 104 82.25
82 107 58.27
82 114 37.11
82 116 50.76
82 120 68.17
82 130 60.88
82 132 21.42
82 133 37.84
82 134 92.54
82 138 65.32
82 142 40.54
82 150 85.28
82 161 54.73
82 162 64.40
82 164 80.10
82 172 87.06
82 177 27.01
82 192 80.43
82 195 28.12
83 85 87.20
83 125 35.12
83 126 65.27
83 136 22.20
83 143 73.97
83 147 49.03
83 149 46.29
83 153 71.93
83 155 95.58
83 159 88.87
83 167 55.30
83 171 96.11
83 173 58.97
83 186 59.55
83 191 66.83
84 85 38.27
84 90 86.77
84 93 52.60
84 115 76.30
84 125 89.43
84 137 99.41
84 143 73.67
84 147 73.59
84 155 52.15
84 159 47.00
85 90 70.21
85 93 31.76
85 125 53.92
85 143 36.44
85 147 38.44
85 149 76.22
85 155 57.45
85 159 47.24
85 171 94.05
85 173 67.27
85 191 92.69
86 91 54.40
86 92 77.10
86 106 31.40
86 109 74.30
86 111 39.69
86 135 65.03
86 144 61.33
86 145 83.74
86 166 83.38
86 178 83.79
86 182 97.40
87 108 27.65
87 121 74.60
87 126 94.98
87 152 97.38
87 153 87.83
87 163 35.80
87 169 67.70
87 171 78.40
87 185 48.16
87 190 72.74
88 96 13.87
88 106 78.23
88 136 98.77
88 165 91.29
88 166 25.80
88 182 23.56
88 191 62.73
89 104 86.61
89 117 63.59
89 134 44.83
89 136 86.71
89 139 47.78
89 142 97.39
89 150 50.62
89 157 53.92
89 165 49.02
89 167 51.73
89 179 62.78
89 183 84.24
90 93 38.69
90 113 31.01
90 118 74.12
90 125 99.82
90 128 66.54
90 143 59.98
90 147 91.14
90 149 97.77
90 152 73.54
90 168 51.01
90 169 68.97
90 171 74.86
90 173 82.01
90 175 43.31
90 194 68.20
91 92 27.34
91 106 71.91
91 109 48.16
91 111 42.71
91 135 17.43
91 144 96.48
91 145 29.56
91 166 98.93
92 106 86.97
92 109 68.63
92 111 69.99
92 135 12.07
92 145 16.14
92 166 98.59
92 193 83.02
93 113 69.31
93 125 71.95
93 128 97.58
93 143 36.34
93 147 59.60
93 149 82.03
93 155 87.87
93 159 78.14
93 168 87.33
93 169 92.42
93 171 81.26
93 173 68.41
93 175 79.17
93 194 98.51
94 100 80.67
94 104 80.80
94 105 97.18
94 107 41.79
94 114 47.36
94 116 71.33
94 117 88.80
94 120 74.57
94 129 86.06
94 130 78.81
94 132 4.24
94 133 22.38
94 134 78.85
94 138 74.41
94 142 34.62
94 150 67.85
94 157 97.31
94 161 73.21
94 162 72.34
94 164 71.91
94 177 21.00
94 183 83.05
94 195 50.83
94 198 94.66
95 101 98.02
95 119 91.88
95 146 50.99
95 156 74.90
95 160 32.79
95 170 72.98
95 174 67.74
95 196 77.39
96 106 71.35
96 165 82.50
96 166 26.86
96 182 9.79
96 191 73.50
97 102 59.15
97 122 40.82
97 124 15.47
97 151 80.57
97 156 90.32
97 180 55.32
97 181 63.78
97 187 98.85
97 199 22.39
98 103 30.27
98 115 91.74
98 131 61.39
98 137 41.84
98 141 47.76
98 193 32.54
98 197 52.72
99 101 93.89
99 110 44.68
99 112 46.18
99 123 31.04
99 178 86.33
99 179 92.84
99 187 83.90
100 105 80.14
100 107 63.39
100 129 98.28
100 132 76.52
100 133 64.65
100 140 51.10
100 158 85.64
100 162 19.68
100 164 37.90
100 172 97.10
100 176 71.18
100 177 99.40
100 195 76.77
100 198 40.28
101 102 75.41
101 110 88.60
101 112 89.38
101 123 72.32
101 146 47.08
101 156 47.93
101 170 86.45
101 180 67.59
101 181 39.55
101 187 98.70
102 122 90.41
102 124 72.16
102 146 79.12
102 156 39.09
102 180 76.18
102 181 44.71
102 199 81.53
103 115 77.84
103 131 91.26
103 137 27.25
103 141 77.58
103 155 74.94
103 159 85.60
103 191 95.38
103 193 43.25
103 197 56.11
104 114 50.21
104 116 80.10
104 120 28.08
104 126 80.53
104 130 70.18
104 132 84.43
104 134 47.39
104 138 36.93
104 142 46.20
104 150 61.25
104 153 83.80
104 161 70.92
104 163 94.30
104 167 93.54
104 177 60.22
104 186 65.23
104 195 97.54
105 107 55.42
105 119 51.16
105 129 33.03
105 132 95.42
105 133 75.68
105 162 94.61
105 164 43.61
105 174 92.89
105 176 54.38
105 183 84.53
105 196 65.18
105 198 45.84
106 111 70.24
106 135 75.91
106 144 86.75
106 145 98.11
106 166 55.47
106 178 99.80
106 182 66.17
107 114 89.08
107 117 84.41
107 119 94.85
107 129 49.41
107 132 40.04
107 133 20.55
107 142 73.41
107 150 86.42
107 157 95.72
107 162 66.14
107 164 37.25
107 176 91.18
107 177 61.86
107 183 69.57
107 195 79.57
107 198 60.03
108 121 47.34
108 152 81.96
108 163 61.61
108 168 93.34
108 169 67.46
108 171 90.33
108 175 97.30
108 184 85.24
108 185 43.98
108 190 90.41
109 111 36.09
109 135 63.46
109 144 80.84
109 145 59.05
110 112 1.61
110 123 23.93
110 139 76.97
110 165 96.24
110 170 95.72
110 179 56.03
110 189 95.58
111 135 59.82
111 144 55.02
111 145 68.51
111 178 90.21
112 123 25.45
112 139 75.36
112 165 95.04
112 170 95.00
112 179 54.57
112 189 94.30
113 118 54.56
113 128 56.48
113 143 84.04
113 152 43.61
113 168 22.38
113 169 55.80
113 171 77.35
113 173 97.86
113 175 16.87
113 184 93.94
113 194 59.03
114 116 36.90
114 120 31.29
114 130 36.22
114 132 49.15
114 133 69.07
114 134 76.65
114 138 28.33
114 142 28.50
114 150 77.81
114 161 32.54
