200	3244
6 121 119.63
6 124 94.46
6 136 113.26
6 142 96.24
6 152 73.68
6 159 119.66
6 167 110.86
6 168 74.19
6 172 112.60
6 180 105.84
6 182 111.37
6 192 79.41
6 195 78.41
7 23 72.32
7 31 41.08
7 37 98.18
7 51 2.24
7 62 18.78
7 73 119.93
7 89 52.03
7 98 59.68
7 99 58.02
7 100 87.17
7 101 41.66
7 130 116.76
7 143 3.49
7 147 4.60
7 151 29.98
7 160 111.61
7 166 75.70
7 187 110.30
7 189 106.72
7 191 105.50
8 15 86.48
8 17 96.50
8 20 60.51
8 34 66.40
8 46 71.52
8 49 99.80
8 61 73.35
8 73 81.37
8 75 21.28
8 79 101.03
8 80 36.58
8 93 56.09
8 95 85.42
8 96 71.42
8 102 111.10
8 114 103.12
8 120 118.88
8 124 111.41
8 125 44.15
8 127 47.02
8 136 68.66
8 144 65.24
8 149 115.75
8 152 98.58
8 155 108.28
8 159 113.58
8 160 101.26
8 166 112.52
8 168 124.18
8 176 25.00
8 183 61.11
8 187 79.11
8 189 114.92
8 198 94.51
9 11 98.62
9 12 103.27
9 19 111.54
9 26 37.89
9 32 70.96
9 38 97.02
9 44 111.67
9 67 62.82
9 68 93.65
9 69 70.00
9 71 61.75
9 88 108.13
9 90 112.05
9 97 88.26
9 103 112.15
9 109 36.25
9 110 46.58
9 112 75.58
9 118 101.69
9 135 123.54
9 142 88.33
9 145 40.72
9 157 43.20
9 163 123.21
9 171 26.34
9 190 91.48
9 192 74.96
9 194 113.97
9 195 83.85
10 12 105.68
10 13 87.77
10 28 113.93
10 57 87.21
10 60 72.76
10 72 80.01
10 76 66.38
10 78 32.91
10 81 46.08
10 88 104.51
10 135 76.06
10 153 74.82
10 161 81.68
10 163 84.73
10 170 108.70
10 182 121.35
10 190 104.40
10 194 81.43
10 197 96.32
11 19 79.31
11 24 80.08
11 26 75.58
11 30 97.41
11 33 121.00
11 38 80.49
11 43 63.93
11 44 121.61
11 52 38.85
11 59 53.89
11 67 36.77
11 68 7.93
11 69 32.40
11 70 79.47
11 86 89.31
11 97 58.14
11 103 18.60
11 109 91.15
11 110 87.85
11 116 101.86
11 133 71.65
11 145 59.75
11 146 124.20
11 150 94.55
11 157 63.77
11 164 113.50
11 171 79.77
11 195 110.27
12 22 67.77
12 32 88.55
12 57 64.18
12 65 108.75
12 71 79.69
12 72 81.00
12 78 107.27
12 88 5.60
12 108 120.71
12 109 123.23
12 112 95.28
12 135 29.99
12 142 23.80
12 153 63.57
12 161 90.15
12 163 22.20
12 172 117.73
12 182 57.60
12 190 58.95
12 192 45.46
12 194 29.98
13 28 55.20
13 57 88.55
13 60 15.84
13 65 102.78
13 72 69.62
13 76 22.28
13 78 56.47
13 81 45.97
13 108 116.87
13 126 115.12
13 139 107.85
13 153 84.13
13 161 61.50
13 170 21.16
13 173 101.19
13 182 122.79
13 188 82.05
13 197 47.92
14 27 84.93
14 42 101.62
14 55 115.37
14 82 7.02
14 83 71.58
14 84 82.10
14 85 97.21
14 104 89.57
14 115 119.46
14 119 83.17
14 138 116.96
14 140 107.65
14 141 102.79
14 148 68.90
14 181 122.00
14 184 60.41
14 185 65.27
14 193 91.35
14 196 104.31
15 18 67.50
15 19 115.30
15 20 35.28
15 21 62.10
15 33 79.28
15 34 85.70
15 36 59.72
15 38 124.88
15 41 41.78
15 44 111.43
15 46 72.86
15 47 56.08
15 48 58.49
15 49 92.92
15 61 40.25
15 74 96.32
15 75 74.72
15 79 27.47
15 80 51.57
15 93 41.88
15 95 37.37
15 111 66.21
15 116 88.40
15 124 87.04
15 127 116.40
15 146 72.18
15 150 112.71
15 155 25.08
15 164 104.83
15 168 107.86
15 174 64.09
15 176 82.54
15 198 40.11
16 17 114.77
16 25 113.62
16 39 32.03
16 40 75.18
16 42 109.64
16 50 76.46
16 53 69.37
16 54 8.23
16 55 86.89
16 56 89.89
16 58 66.44
16 63 56.40
16 64 77.52
16 66 29.40
16 77 118.29
16 87 58.66
16 91 79.94
16 92 105.05
16 102 104.19
16 105 30.30
16 106 34.54
16 107 45.21
16 113 105.81
16 119 114.60
16 120 98.54
16 121 65.55
16 122 75.47
16 128 61.16
16 129 79.26
16 131 28.01
16 132 111.65
16 134 107.65
16 137 27.15
16 138 81.59
16 141 108.75
16 156 58.45
16 158 97.25
16 159 98.32
16 162 104.40
16 167 61.44
16 169 18.70
16 172 124.66
16 175 21.15
16 177 93.46
16 179 64.82
16 180 70.62
16 181 119.18
16 199 83.27
17 34 95.12
17 39 85.11
17 53 46.24
17 54 121.93
17 58 67.42
17 63 74.41
17 64 95.92
17 75 117.70
17 80 119.97
17 91 46.15
17 96 76.04
17 102 19.96
17 107 108.41
17 114 89.73
17 120 28.10
17 125 59.55
17 127 53.33
17 128 108.52
17 136 45.98
17 137 118.69
17 144 108.15
17 149 79.00
17 152 74.36
17 154 114.62
17 159 23.42
17 167 118.18
17 176 119.17
17 180 63.33
17 181 116.10
17 183 73.34
17 199 49.17
18 20 102.75
18 21 61.81
18 33 121.54
18 36 34.56
18 41 53.45
18 46 99.78
18 47 36.39
18 48 92.18
18 49 100.28
18 61 106.10
18 74 81.54
18 79 78.16
18 80 115.70
18 93 109.31
18 94 95.11
18 95 63.21
18 111 8.62
18 116 100.42
18 146 113.33
18 150 103.79
18 155 63.67
18 164 86.73
18 174 38.22
18 198 97.56
19 20 117.10
19 21 80.73
19 26 73.66
19 30 103.32
19 32 116.52
19 33 41.76
19 34 121.59
19 36 108.25
19 38 16.90
19 41 91.68
19 43 68.79
19 44 51.23
19 47 105.94
19 48 57.27
19 52 90.86
19 59 91.47
19 61 101.64
19 67 72.79
19 68 84.23
19 69 65.52
19 79 87.90
19 90 114.36
19 93 119.41
19 94 110.66
19 103 70.70
19 110 69.25
19 112 112.77
19 116 44.03
19 118 90.29
19 124 71.45
19 133 55.36
19 145 95.79
19 146 45.72
19 150 66.84
19 155 93.98
19 157 70.97
19 164 81.92
19 168 75.82
19 171 111.19
19 174 105.84
19 195 57.28
19 198 82.74
20 21 87.70
20 33 75.85
20 34 51.59
20 36 92.42
20 38 122.21
20 41 70.08
20 44 97.52
20 46 78.96
20 47 88.49
20 48 67.90
20 49 105.73
20 61 16.29
20 74 118.21
20 75 56.63
20 79 41.02
20 80 24.39
20 93 6.64
20 95 59.46
20 111 101.12
20 114 92.89
20 116 102.84
20 118 124.93
20 124 67.45
20 125 98.93
20 127 82.43
20 136 91.77
20 144 124.25
20 146 71.43
20 152 97.95
20 155 50.52
20 168 86.39
20 174 96.14
20 176 66.13
20 183 120.69
20 198 34.94
21 30 90.16
21 33 66.78
21 36 27.53
21 38 96.00
21 41 20.70
21 43 85.70
21 44 105.41
21 47 25.43
21 48 38.41
21 59 115.56
21 61 80.97
21 79 47.17
21 80 110.03
21 93 93.63
21 94 69.60
21 95 88.57
21 103 122.12
21 111 68.17
21 116 38.78
21 124 98.04
21 133 70.26
21 146 59.17
21 150 51.93
21 155 38.19
21 164 42.77
21 168 116.34
21 174 25.39
21 198 62.30
22 32 93.97
22 50 120.77
22 56 103.45
22 57 61.20
22 65 60.34
22 72 77.59
22 88 63.22
22 90 106.94
22 108 64.62
22 112 96.81
22 121 102.11
22 126 89.76
22 135 86.12
22 139 84.64
22 142 63.41
22 153 71.98
22 156 110.64
22 161 83.79
22 163 72.61
22 167 106.76
22 172 51.37
22 182 23.55
22 188 119.01
22 192 70.67
22 194 93.15
23 31 58.31
23 37 116.68
23 46 81.04
23 49 61.84
23 51 71.30
23 62 88.86
23 73 93.33
23 74 79.38
23 75 115.87
23 89 72.44
23 95 117.24
23 98 13.17
23 99 54.88
23 100 122.69
23 101 57.63
23 143 75.50
23 144 112.06
23 147 67.71
23 151 55.78
23 160 98.58
23 166 52.57
23 176 108.37
23 187 73.42
23 189 103.13
24 30 84.98
24 43 84.38
24 52 51.81
24 59 54.31
24 67 116.19
24 68 82.75
24 69 112.48
24 70 2.43
24 86 35.32
24 94 119.25
24 97 102.14
24 103 75.96
24 133 101.97
24 150 115.95
25 29 35.99
25 35 23.58
25 40 90.29
25 50 68.43
25 54 108.15
25 56 80.33
25 66 84.45
25 77 4.80
25 87 58.09
25 92 80.99
25 105 101.94
25 106 88.29
25 108 122.50
25 113 97.65
25 117 61.66
25 121 111.59
25 122 104.84
25 123 53.05
25 126 102.09
25 129 122.02
25 131 106.64
25 132 3.40
25 134 80.19
25 137 123.30
25 139 110.94
25 156 103.59
25 158 104.23
25 162 22.30
25 169 95.85
25 173 97.33
25 175 94.21
25 177 40.45
25 179 61.04
25 186 70.30
25 188 116.98
26 32 72.13
26 33 103.56
26 38 59.41
26 43 116.45
26 44 79.86
26 52 111.16
26 59 122.32
26 67 39.79
26 68 73.17
26 69 43.26
26 71 99.56
26 90 100.12
26 97 89.08
26 103 84.60
26 109 61.00
26 110 16.84
26 112 73.22
26 116 116.98
26 118 82.89
26 124 111.99
26 133 112.30
26 142 113.42
26 145 37.32
26 146 110.72
26 157 11.96
26 168 101.02
26 171 42.95
26 192 95.16
26 195 54.79
27 42 31.89
27 45 124.38
27 55 56.06
27 63 104.31
27 64 70.99
27 82 90.72
27 83 111.70
27 107 96.14
27 115 57.71
27 119 64.18
27 122 121.91
27 128 80.46
27 129 104.80
27 137 115.88
27 138 64.82
27 141 32.68
27 148 74.07
27 149 110.69
27 154 72.85
27 181 37.78
27 184 47.60
27 185 106.46
27 196 115.94
27 199 109.59
28 60 56.47
28 72 123.48
28 76 59.25
28 78 92.35
28 81 69.17
28 161 115.94
28 170 50.87
28 188 124.16
28 197 17.85
29 35 38.87
29 50 77.40
29 56 81.67
29 65 117.68
29 66 110.66
29 77 32.21
29 87 89.84
29 92 116.25
29 106 119.45
29 108 106.07
29 117 32.07
29 121 121.50
29 123 82.85
29 126 82.19
29 132 39.37
29 134 115.22
29 139 90.02
29 156 115.59
29 162 35.54
29 169 123.69
29 172 122.05
29 173 64.73
29 175 119.15
29 177 49.40
29 179 78.37
29 186 37.17
29 188 85.96
30 36 101.57
30 38 118.36
30 41 110.60
30 43 38.98
30 47 103.29
30 48 111.80
30 52 63.71
30 59 46.84
30 68 105.03
30 69 118.74
30 70 82.55
30 86 119.49
30 94 34.72
30 103 79.54
30 116 78.63
30 133 48.00
30 146 122.24
30 150 44.19
30 164 47.45
30 174 96.22
31 37 66.55
31 46 122.56
31 49 113.05
31 51 42.11
31 62 58.91
31 73 78.92
31 89 16.51
31 98 50.74
31 99 17.56
31 100 65.97
31 101 66.30
31 130 83.62
31 143 44.17
31 144 102.37
31 147 38.54
31 151 12.08
31 160 70.97
31 165 114.44
31 166 36.58
31 178 113.01
31 187 70.76
31 189 67.46
31 191 82.97
32 33 122.94
32 38 99.79
32 44 84.55
32 67 111.92
32 69 114.80
32 71 107.49
32 88 90.33
32 90 46.64
32 109 107.03
32 110 59.71
32 112 7.42
32 114 105.75
32 118 48.92
32 124 107.32
32 135 118.15
32 142 64.80
32 145 103.10
32 152 117.12
32 157 84.09
32 163 110.23
32 168 87.31
32 171 95.91
32 182 107.39
32 190 117.85
32 192 43.14
32 194 114.61
32 195 61.25
33 34 82.76
33 36 91.30
33 38 46.79
33 41 68.10
33 43 98.90
33 44 38.87
33 47 87.87
33 48 29.57
33 61 60.10
33 67 112.39
33 69 105.87
33 79 52.34
33 80 99.03
33 90 104.22
33 93 77.81
33 94 121.31
33 95 116.65
33 103 111.31
33 110 93.42
33 112 117.20
33 114 96.71
33 116 47.85
33 118 82.32
33 124 37.54
33 133 81.96
33 146 8.22
33 150 82.15
33 152 110.69
33 155 62.58
33 157 104.59
33 164 89.42
33 168 51.58
33 174 90.90
33 195 63.38
33 198 42.47
34 38 119.47
34 41 112.20
34 44 81.65
34 46 119.84
34 48 93.01
34 61 47.17
34 75 78.41
34 79 80.16
34 80 53.40
34 90 95.92
34 91 112.69
34 93 45.73
34 95 109.83
34 96 119.29
34 102 114.97
34 114 42.83
34 118 90.66
34 120 123.21
34 124 51.28
34 125 82.08
34 127 52.39
34 136 49.13
34 146 83.52
34 152 46.36
34 155 93.83
34 159 98.62
34 168 59.26
34 176 86.91
34 180 122.88
34 183 109.37
34 195 105.53
34 198 62.88
35 40 100.53
35 50 91.66
35 56 102.53
35 66 105.94
35 77 20.32
35 87 77.05
35 92 83.46
35 105 119.92
35 106 106.76
35 113 100.83
35 117 51.83
35 122 115.16
35 123 45.11
35 126 117.49
35 131 124.76
35 132 24.20
35 134 81.85
35 158 109.88
35 162 44.23
35 169 116.39
35 173 103.49
35 175 116.03
35 177 63.00
35 179 84.59
35 186 62.82
35 188 124.83
36 38 123.43
36 41 25.93
36 43 106.17
36 46 115.74
36 47 4.10
36 48 61.79
36 49 123.75
36 61 90.44
36 74 110.84
36 79 57.35
36 80 111.25
36 93 98.96
36 94 73.22
36 95 74.69
36 111 41.52
36 116 65.90
36 124 118.60
36 133 92.71
36 146 83.26
36 150 71.49
36 155 43.49
36 164 56.40
36 174 5.36
36 198 76.16
37 45 67.33
37 51 100.07
37 62 110.43
37 73 66.86
37 89 50.20
37 96 102.41
37 98 113.25
37 99 62.17
37 100 26.88
37 130 18.78
37 143 99.97
37 144 83.71
37 147 97.89
37 149 110.32
37 151 77.23
37 154 119.02
37 160 46.43
37 165 50.65
37 166 67.61
37 178 53.26
37 183 108.86
37 187 78.48
37 189 32.70
37 191 28.55
38 41 105.27
38 43 82.21
38 44 41.95
38 47 120.89
38 48 68.64
38 52 98.73
38 59 101.85
38 61 106.17
38 67 66.08
38 68 84.03
38 69 60.19
38 79 97.46
38 90 100.24
38 93 123.66
38 97 124.49
38 103 75.64
38 109 117.57
38 110 53.18
38 112 96.22
38 114 118.70
38 116 60.47
38 118 76.28
38 124 68.21
38 133 70.41
38 145 85.76
38 146 52.92
38 150 83.45
38 155 105.32
38 157 58.60
38 164 98.81
38 168 67.89
38 171 99.29
38 174 121.31
38 195 41.62
38 198 89.25
39 40 97.11
39 42 95.44
39 50 104.73
39 53 38.90
39 54 37.90
39 55 76.72
39 56 115.71
39 58 52.08
39 63 26.60
39 64 55.38
39 66 61.40
39 87 89.89
39 91 57.73
39 102 72.86
39 105 53.23
39 106 62.72
39 107 35.64
39 119 113.85
39 120 66.81
39 121 82.74
39 122 93.09
39 128 47.20
39 129 91.05
39 131 48.85
39 136 123.70
39 137 35.30
39 138 75.45
39 141 94.38
39 149 123.78
39 156 78.59
39 158 116.08
39 159 71.60
39 167 72.54
39 169 50.06
39 175 52.51
39 177 124.45
39 179 95.27
39 180 54.71
39 181 97.10
39 199 51.33
40 42 108.42
40 50 105.70
40 54 66.99
40 55 86.16
40 56 124.11
40 63 108.61
40 64 106.00
40 66 64.94
40 77 94.56
40 83 103.00
40 85 102.60
40 87 47.55
40 92 33.10
40 104 109.91
40 105 45.32
40 106 43.03
40 107 75.77
40 113 30.63
40 119 80.26
40 121 124.25
40 122 14.67
40 123 70.68
40 128 83.97
40 129 31.98
40 131 48.90
40 132 86.98
40 134 36.11
40 137 62.33
40 138 75.32
40 141 108.23
40 148 89.01
40 156 114.61
40 158 23.91
40 162 97.29
40 169 61.01
40 175 72.14
40 177 100.29
40 179 87.65
40 185 105.85
40 193 95.63
40 196 62.97
41 43 105.81
41 44 106.62
41 46 109.13
41 47 21.90
41 48 38.75
41 49 123.07
41 61 65.90
41 74 116.69
41 75 116.47
41 79 32.04
41 80 91.20
41 93 76.36
41 94 88.08
41 95 68.41
41 111 57.75
41 116 54.37
41 124 93.03
41 133 89.81
41 146 59.90
41 150 72.47
41 155 19.56
41 164 63.16
41 168 112.95
41 174 27.94
41 176 124.30
41 198 50.37
42 53 106.94
42 54 107.75
42 55 24.42
42 63 77.06
42 64 44.19
42 82 106.04
42 83 106.79
42 102 116.47
42 105 98.76
42 106 111.98
42 107 64.65
42 113 121.64
42 115 83.32
42 119 48.24
42 120 108.33
42 122 94.31
42 128 49.31
42 129 77.89
42 131 95.36
42 137 84.02
42 138 34.05
42 141 1.17
42 148 65.46
42 149 110.35
42 154 82.89
42 158 108.31
42 169 115.84
42 181 32.00
42 184 77.90
42 185 102.91
42 193 119.55
42 196 99.81
42 199 88.62
43 44 119.81
43 47 106.41
43 48 93.46
43 52 41.06
43 59 30.37
43 67 89.24
43 68 71.85
43 69 80.87
43 70 82.26
43 79 121.98
43 86 113.38
43 94 62.22
43 97 120.98
43 103 45.33
43 110 121.13
43 116 58.34
43 133 17.71
43 145 116.96
43 146 97.71
43 150 34.69
43 155 119.48
43 157 107.36
43 164 51.73
43 174 101.32
43 195 123.58
44 48 68.39
44 61 81.44
44 67 101.57
44 68 124.44
44 69 97.57
44 79 86.68
44 80 116.69
44 90 67.24
44 93 96.95
44 103 117.59
44 110 65.76
44 112 78.58
44 114 76.75
44 116 80.80
44 118 44.18
44 124 32.13
44 133 105.35
44 136 122.45
44 145 114.60
44 146 46.91
44 150 112.27
44 152 92.30
44 155 98.96
44 157 84.91
44 164 123.26
44 168 26.02
44 171 122.79
44 195 28.45
44 198 71.43
45 73 107.18
45 89 117.52
45 96 106.22
45 100 78.45
45 115 69.17
45 130 51.19
45 144 110.57
45 149 83.89
45 154 66.63
45 160 90.01
45 165 29.24
45 178 41.10
45 181 115.99
45 183 116.32
45 189 80.33
45 191 61.46
46 47 113.67
46 49 29.38
46 61 94.63
46 73 94.32
46 74 54.40
46 75 50.29
46 79 99.82
46 80 66.53
46 93 81.02
46 95 41.31
46 96 123.51
46 98 94.09
46 99 108.88
46 111 92.49
46 125 110.81
46 127 118.28
46 144 96.24
46 155 96.92
46 160 112.64
46 166 92.07
46 174 121.08
46 176 48.51
46 183 115.74
46 187 75.83
46 189 124.78
46 198 107.11
47 48 58.32
47 49 122.57
47 61 86.36
47 74 110.67
47 79 53.25
47 80 107.54
47 93 95.01
47 94 75.76
47 95 72.48
47 111 42.82
47 116 64.14
47 124 114.72
47 133 92.48
47 146 79.80
47 150 71.73
47 155 39.40
47 164 57.44
47 174 8.08
47 198 72.08
48 59 123.34
48 61 55.56
48 69 122.26
48 75 123.60
48 79 31.60
48 80 92.28
48 93 72.15
48 94 100.52
48 95 94.60
48 103 117.55
48 110 119.71
48 111 96.40
48 114 116.94
48 116 35.21
48 118 111.37
48 124 59.90
48 133 75.77
48 146 21.48
48 150 67.78
48 155 36.81
48 164 69.20
48 168 77.93
48 174 61.61
48 195 92.48
48 198 34.08
49 61 120.69
49 73 105.61
49 74 31.53
49 75 78.85
49 79 120.37
49 80 95.49
49 89 123.15
49 93 108.54
49 95 56.21
49 98 74.85
49 99 102.58
49 101 115.36
49 111 91.94
49 144 113.31
49 151 114.21
49 155 114.57
49 160 120.91
49 166 89.30
49 176 75.69
49 187 84.35
50 54 75.86
50 56 18.42
50 58 106.91
50 65 94.56
50 66 52.97
50 77 71.35
50 87 58.48
50 92 117.73
50 105 85.14
50 106 73.80
50 107 120.22
50 108 77.29
50 117 108.98
50 121 44.50
50 122 116.01
50 123 111.87
50 126 69.47
50 131 87.78
50 132 68.80
50 134 118.73
50 137 98.94
50 139 77.51
50 156 38.19
50 162 47.97
50 167 59.89
50 169 66.76
50 172 69.65
50 173 98.03
50 175 56.26
50 177 29.41
50 179 18.05
50 180 111.59
50 186 111.16
50 188 107.11
51 62 18.76
51 73 120.84
51 89 53.54
51 98 58.56
51 99 58.84
51 100 89.30
51 101 39.46
51 130 118.61
51 143 4.24
51 147 4.07
51 151 30.75
51 160 112.83
51 166 76.26
51 187 110.85
51 189 108.16
51 191 107.63
52 59 16.95
52 67 74.54
52 68 45.18
52 69 68.49
52 70 50.30
52 86 74.81
52 94 96.03
52 97 87.08
52 103 26.76
52 110 121.12
52 116 95.77
52 133 56.43
52 145 98.60
52 150 75.74
52 157 99.86
52 164 92.17
52 171 118.58
53 54 76.17
53 55 95.53
53 58 43.00
53 63 32.65
53 64 62.83
53 66 97.88
53 91 32.48
53 96 112.04
53 102 35.15
53 105 92.00
53 106 101.57
53 107 64.76
53 114 116.79
53 120 30.76
53 121 101.83
53 125 104.20
53 127 98.90
53 128 68.49
53 131 87.51
53 136 86.89
53 137 72.72
53 138 98.41
53 141 105.77
53 149 95.90
53 152 101.54
53 154 115.71
53 156 101.13
53 159 35.76
53 167 87.23
53 169 87.99
53 175 88.04
53 180 41.90
53 181 96.25
53 183 112.41
53 199 26.04
54 55 84.34
54 56 90.48
54 58 74.67
54 63 60.48
54 64 78.46
54 66 25.32
54 77 112.88
54 87 52.00
54 91 88.00
54 92 96.83
54 102 110.67
54 105 22.37
54 106 26.48
54 107 44.37
54 113 97.62
54 119 109.47
54 120 104.71
54 121 69.82
54 122 67.63
54 123 120.11
54 128 60.40
54 129 72.20
54 131 20.59
54 132 106.03
54 134 99.44
54 137 23.81
54 138 78.18
54 141 106.91
54 156 62.00
54 158 89.20
54 159 106.02
54 162 100.22
54 167 67.31
54 169 12.30
54 175 19.62
54 177 90.49
54 179 62.69
54 180 78.85
54 181 119.46
54 196 120.69
54 199 88.49
55 63 63.32
55 64 35.60
55 66 105.61
55 82 118.70
55 83 104.76
55 85 124.94
55 87 115.24
55 92 115.05
55 102 112.06
55 105 74.39
55 106 87.56
55 107 42.96
55 113 102.68
55 115 106.76
55 119 43.72
55 120 103.68
55 122 72.63
55 128 29.59
55 129 57.33
55 131 71.08
55 134 118.02
55 137 60.53
55 138 10.92
55 141 23.84
55 148 64.35
55 149 120.36
55 154 100.37
55 158 89.15
55 169 91.87
55 175 103.45
55 181 48.61
55 184 100.59
55 185 102.21
55 193 113.87
55 196 88.65
55 199 82.25
56 58 109.80
56 65 76.56
56 66 69.31
56 77 82.47
56 87 76.89
56 105 101.90
56 106 91.21
56 108 59.26
56 117 111.58
56 121 43.07
56 126 54.12
56 131 104.17
56 132 81.31
56 137 114.08
56 139 61.46
56 156 40.64
56 162 58.36
56 167 59.66
56 169 82.55
56 172 52.10
56 173 88.93
56 175 70.99
56 177 39.89
56 179 36.45
56 180 114.22
56 182 113.06
56 186 111.79
56 188 94.79
57 60 86.14
57 65 57.66
57 72 18.95
57 76 84.90
57 78 68.84
57 81 90.01
57 88 58.98
57 108 74.07
57 126 92.01
57 135 57.23
57 139 83.25
57 142 80.10
57 153 12.46
57 161 27.59
57 163 48.76
57 170 103.50
57 172 88.20
57 173 117.24
57 182 37.77
57 188 96.69
57 190 110.70
57 192 99.49
57 194 69.12
58 63 66.14
58 64 99.51
58 66 87.13
58 87 119.57
58 90 119.86
58 91 21.36
58 102 68.40
58 105 96.24
58 106 100.56
58 107 87.63
58 114 97.73
58 120 68.14
58 121 67.12
58 127 108.53
58 128 97.63
58 131 93.11
58 136 88.98
58 137 84.31
58 152 84.97
58 156 69.64
58 159 44.57
58 167 50.76
58 169 83.04
58 172 115.85
58 175 76.70
58 179 106.09
58 180 4.83
58 199 69.04
59 67 87.83
59 68 60.85
59 69 80.95
59 70 52.27
59 86 83.20
59 94 79.70
59 97 104.03
59 103 38.51
59 116 88.40
59 133 47.75
59 145 113.24
59 150 63.81
59 157 111.53
59 164 78.60
60 65 109.27
60 72 67.74
60 76 6.51
60 78 42.66
60 81 30.14
60 108 124.50
60 135 117.87
60 139 117.68
60 153 79.68
60 161 60.89
60 163 118.51
60 170 36.04
60 173 115.43
60 182 122.41
60 188 95.47
60 197 44.53
61 75 72.00
61 79 34.13
61 80 38.98
61 90 124.37
61 93 17.77
61 95 71.35
61 111 105.77
61 114 84.85
61 116 90.76
61 118 110.59
61 124 52.04
61 125 108.29
61 127 87.61
61 136 92.94
61 146 56.22
61 150 122.61
61 152 92.21
61 155 46.97
61 164 120.92
61 168 71.70
61 174 93.44
61 176 81.60
61 195 109.83
61 198 21.48
62 89 67.90
62 98 75.86
62 99 76.20
62 100 95.64
62 101 47.35
62 143 15.32
62 147 22.83
62 151 48.40
62 166 94.25
62 189 122.48
62 191 113.60
63 64 33.39
63 66 85.45
63 87 111.06
63 91 62.93
63 102 57.77
63 105 69.71
63 106 81.76
63 107 34.08
63 119 105.36
63 120 50.10
63 121 108.58
63 122 101.24
63 128 35.84
