100 526
45 70 60.48
45 87 13.10
46 47 75.96
46 58 74.01
46 61 34.82
46 67 52.18
46 70 57.38
46 87 23.34
47 67 23.97
47 70 54.09
47 87 58.63
48 57 86.60
48 60 99.76
48 72 52.90
48 86 3.55
48 91 51.61
48 92 74.89
49 56 33.94
49 69 85.75
49 78 11.93
49 81 17.29
49 83 8.01
49 85 89.89
50 62 72.57
50 69 51.26
50 74 67.76
50 75 65.29
50 84 59.33
50 85 53.16
50 90 29.83
50 93 24.91
51 53 11.94
51 59 93.49
51 68 27.84
51 95 26.48
52 62 46.83
52 74 82.02
52 75 79.56
52 90 93.93
53 59 81.90
53 68 22.70
53 76 97.29
53 95 27.93
54 60 51.31
54 66 76.05
54 77 53.40
54 99 62.78
55 59 94.63
55 60 91.96
55 79 51.25
55 99 55.45
56 69 51.84
56 78 38.43
56 81 48.45
56 83 30.82
56 84 89.59
56 85 56.38
56 93 77.82
57 72 88.26
57 86 86.82
57 88 78.38
57 91 64.93
57 92 49.90
57 96 85.21
57 98 82.80
58 61 91.02
58 62 86.74
58 74 75.13
58 75 77.61
58 87 71.16
59 63 24.75
59 68 85.91
59 76 84.45
59 95 88.57
60 72 91.72
60 77 98.24
60 79 77.64
60 86 97.40
60 99 36.72
61 67 81.85
61 70 70.68
61 87 58.15
62 74 36.61
62 75 33.66
62 90 49.95
62 93 88.25
63 76 90.14
63 80 75.93
64 66 91.28
64 68 99.93
64 77 89.09
64 97 34.84
66 77 22.79
66 97 62.12
67 70 39.99
67 87 36.91
68 95 50.54
69 74 90.98
69 75 90.45
69 78 88.84
69 81 99.89
69 83 81.90
69 84 51.80
69 85 14.64
69 90 62.16
69 93 26.71
70 87 58.48
71 73 47.47
72 79 76.48
72 86 49.54
72 88 68.92
72 91 91.59
72 96 59.32
72 99 93.92
73 76 62.78
74 75 3.70
74 90 37.98
74 93 72.90
75 90 35.64
75 93 71.53
76 95 77.63
77 97 66.86
78 81 25.09
78 83 8.08
78 85 94.70
78 89 98.24
79 96 92.99
79 99 48.92
80 82 64.87
80 89 94.94
80 94 41.82
81 83 24.95
81 88 88.41
81 89 95.21
81 96 91.90
82 94 23.05
83 85 87.20
84 85 38.27
84 90 86.77
84 93 52.60
85 90 70.21
85 93 31.76
86 91 54.40
86 92 77.10
88 96 13.87
90 93 38.69
91 92 27.34
